Tweet,Sentimen
"@KRMTRoySuryo2 Yg pake embel2 Kampus Merdeka semangatnya sama ky Laptop Merah Putih, Vaksin Gotong Royong. Gitu ya?! 😂",Netral
"RT @aik_arif: Negara kaya mulai booster vaksin ketiga. Indonesia jg booster vaksin Moderna utk nakes, namun banyak jg diselewengkan utk pej…",Positif
"Hari ini sebenarnya gw vaksin kedua tapi bapak gw kemakan omongan warga kan , ga dibolehin :)",Positif
"Ayo lakukan vaksin covid-19 pemerintah Arab Saudi sudah membuka pintu untuk para jamaah umroh dari luar negeri dengan syarat telah melaksanakan vaksinasi

Vaksinasi Selamatkan Indonesia https://t.co/VUO2RuMP9A",Netral
"RT @qronoz: Buat temen-temen di Jakarta yang lagi mau vaksin kedua (Sinovac/AZ) dan lokasi/sentra vaksinasinya belom jelas ada apa nggak, b…",Negatif
Semoga urusan memberi vaksin kepada semua rakyat dipermudahkan dan dipercepatkan. In shaa Allah. Tak sanggup dah nak tengok orang kehilangan family members musim pandemic ni😪,Positif
"Katanya katanya~
Pdahal sebelum vaksin ada uji screening klo kaga cocok tu vaksin ya kg bakal di lolosin laa https://t.co/nKsm9viusp",Positif
RT @pclpbinujaktim: Giat membagikan minuman kesehatan sari kedelai untuk menambah imun tubuh di jl pdk kopi RT 002/08 duren sawit untuk war…,Negatif
"@txtdarimujigaeh @afrkml @bertanyarl Efek tuh tergantung tubuh lo tauga sehat apa nggak nya, cara hidup lo gimana bukan vaksin nya bedanya kaya apa jg kalo pola hidup lu gasehat ya efeknya bakal lebih berasa",Positif
"RT @NJM_ID: 210814 JAEMIN VLIVE 

- Jaemin bilang tanggal 13 kmrn dia ngerayain ulang tahunnya bareng maminya ❤️
- Member yang pertama ucap…",Positif
gaisss...mnggu lps dapat tarikh vaksin 18/8/21. harini dia tukar 11 feb 0024. ni thn sebelum masihi eh. admin mabuk ke cane? https://t.co/9wf4mZA5cS,Negatif
"Utk lebih transparent @MyHEALTHKKM @kkmm @DrAdhamBaba @Khairykj @DGHisham perlu berikan statistik brpa ramai yg mati dlm masa 14 slps ambil vaksin. Brpa rmai yg ada pnykit kritikal, pnykit gout dll. https://t.co/2Z8IVVcI6N",Positif
"Aktiviti hari ni:

-masak spaghetti
-masak udang sambal utk adik2
-pergi vaksin 🙆🏻‍♀️",Netral
@airlanggafess vaksin ajaa. mungkin pas vaksin temen kamu lagi gak fit makanya bisa positif,Positif
"Baru kali ini angkat galon gotongan berdua sm ibu, gara2 tangan sebelah kiri masih linu kmrn habis di vaksin 😆, jangan kan angkat galon, ketindihan pas tidur jg sakit 😌",Negatif
"'Vaksin berfungsi melawan Delta' |  Bintang - https://t.co/ZGq6idbIDJ
PETALING JAYA: Vaksin Covid-19 yang digunakan di Malaysia terbukti berkesan terhadap varian Delta, k https://t.co/2CnJDC32se",Positif
@kompascom Jrx sudah di vaksin blm?,Netral
"Sudah disampaikan oleh pemerintah Arab Saudi bagi para jemaah asing yang akan melaksanakan ibadah umroh ke Saudi harus melengkapi diri dengan vaksin yang telah disetujui oleh pemerintah Arab Saudi

Vaksinasi Selamatkan Indonesia https://t.co/Fev3Ay8kJT",Negatif
untuk vaksin PTI sepatutnya mereka harus bayar. gila apa buat pembaziran duit negara.,Negatif
"@yohanesadiantoo Wah terimakasih info nya mas. 
Pada kenyataannya yg tidak bisa divaksin harus menunjukkan bukti negatif swab kl mau masuk mall. 
Kenapa ya di vaksin centre tidak bisa mengeluarkan surat bahwa ybs tidak bisa divaksin krn kondisi kesehatan? 
Kl bisa sangat membantu sekali ya.",Negatif
"@NeoMatrix_2k @AminRahman_z @farhanzulkefly @JPenerangan Ya mmg tugas &amp; fungsi JASA mcm zaman Perang Dingin namun perlu utk lawan propaganda Komunis dahulu &amp; masih perlu utk hari ini.

Pertama penunggang agama &amp; anti vaksin.

Kedua propaganda Rusia &amp; China yg agak serius skrg ni. Byk pemikiran Cina Malaysia dipengaruhi melalui...",Negatif
tido tak lena mandi tak basah makan tak lalu padahal nakgi vaksin je,Positif
"Ayo vaksin ibadah haji dan umrah bisa dilakukan jika telah melaksanakan vaksinasi sebanyak 2 kali

Vaksinasi slamatkan Indonesia https://t.co/nmiCY3ITol",Netral
"VAKSIN  MERDEKA   Polsek Jatiasih.

Lokasi Vaksin :
Komp. AL Balai RW 013 Jati Kramat Rt. 06 Rw. 013 Kel. Jati Kramat Kec.Jatiasih Kota Bekasi https://t.co/bDfXxmAOm2",Netral
"RT @jomroundsydxtyo: Promo CoffeBean ☕️ 

Tunjuk je digital cert vaksin kat Mysejahtera and dpt diskaun RM5 off! Korang just kena purchase…",Netral
"RT @detikfinance: ""Sejauh ini sudah dilakukan pemblokiran sebanyak 137 kata kunci (keywords) dan 2.453 produk dan jasa pencetakan kartu vak…",Positif
RT @GerbangPost: Vaksin COVID-19 berkesan menentang varian Delta https://t.co/tgl4xQimLU https://t.co/O6M4pczaZk,Positif
RT @leemarker916: tadi banyak yg khawatir Jaemin belum daftar vaksin karena jadwal daftarnya sampe sore ini jam 6(?) tapi ternyata dia perj…,Netral
@bertanyarl Ini kayanya sendernya kemakan hoax yg bilang vaksin astra bahaya? Pdhl semua vaksin bagus kok,Positif
@dochelmy @maszlee @RadziJidin @RadziJidin ni tau nk bukak sekolah je..tp x buat apa² pon untuk vaksin cikgu²..cikgu² yg daftar mysejahtera kena tggu giliran sama seperti org lain..kebajikan cikgu² dia x jaga.,Netral
udh bangun jam 4'an tapi ngantuk lagi anjir efek di vaksin kali,Netral
"Andai harga PCR &amp; vaksin disini bisa semurah sprt di India, tentu secara teori pandemi covid 19 makin mudah dikendalikan. Tapi susah lah berharap pada rezim ini. Perintah UU No 6/2018 yg mereka buat sendiri justru dilanggar kok?",Positif
RT @jKrisnayana99: Tidak Perlu Tunjukan Kartu Vaksin Untuk Belanja Online Di #PewirausahaPemula @OfficialAsoppsi Sarung Batik Cap  Rp.150K…,Netral
@sayakng tapi... vaksin kedua tuh lebih sakit,Negatif
"Kok haid ku cepat tanggal ini huhu, apakah efek vaksin kemarin po? -_-",Positif
Frontliner memang berisiko. Tapi entahlah covid ni benda tak nampak. Walaupun sudah vaksin tetap juga risiko terjangkit tu ada dan membahayakan orang sekeliling yang belum vaksin. Jadi kita tiada pilihan vaksin la. Paling tidak kalau positif hanya sakit ringan.,Positif
"@YogaFebriansya4 @sehatsurabayaku @BanggaSurabaya @dinkesjatim @SapawargaSby @satpolppsby @Commandsurabaya @BPBLinmas_sby @e100ss @PolrestabesSby saya vaksin pertama tanpa register aplikasi mas, hanya mengisi form saja mas, semuanya ngisi form mas, yg register di aplikasi kita mas. lakukan daftar by no hp / email yg di ditulis di form, setelah dpt kode otp setelah itu login",Positif
"@mine_myjournal @jazrulhafez @thepatriotsasia Vaksin ni bukan benda/ciptaan biasa macam telefon, almari, kasut. Canggih macam mana pun teknologi, kalau bab ubat-ubatan/sains kimia bukan cepat nak jadi. Perlukan masa utk tahu hasil tindak balas dam sebagainya",Netral
"@filz_fzil Pakai vaksin apa?  teruk jugak effect kau ni, naseb la aku takde mcm kau. Sekadar demam teruk je masa first dose, second dose, alhamdulillah takde effect lgsg.",Positif
"Gaes takut sekali, besok mau swab untk memastikan Positif Covid atau tdk😭😭😭😭
Padahal tanggal 18 sdh mau vaksin tahap 2😖😖😖😖 https://t.co/UnlFr6ZvQZ",Negatif
"Gerai Vaksin Merdeka Candi dilaksanakan pada hari Sabtu, 14 Agustus di Puskesmas Sukoharjo. https://t.co/7LtkIltmPd",Positif
"RT @InSrikandi_____: 8. 
PEMAKSAAN VAKSIN DAN VAKSINASI TIDAK BISA DIBENARKAN!

PEMAKSAAN ITU bertentangan dengan UU Kesehatan RI dan berte…",Netral
Nyesel pas vaksin ke 2 kemaren g liat suntikannya ada isi gak :') sumpaj jd parno. Temenku emg ad bilangin ada isinya gak. Tp ak pas di suntik malah g cek dulu :') https://t.co/20d1HtWTnN,Positif
Vaksin COVID-19 berkesan menentang varian Delta https://t.co/tgl4xQimLU https://t.co/O6M4pczaZk,Positif
"RT @InSrikandi_____: 10. 

OLEH: SYAFRIL SJOFYAN, PENGAMAT KEBIJAKAN PUBLIK, AKTIVIS PERGERAKAN 77-78, SEKJEN FKP2B.

Vaksin Covid, Jokowi…",Positif
"@alfam1d1 @CommuterLine Vaksin aja hari ini, keburu",Positif
@bertanyarl Anak durhaka kamu ya ibu vaksin malah di katain kek gt,Netral
@SukmawatiIsmail Kalau nak dine in mesti lengkap 2 atau 3 dose vaksin covid 19 dan direstoran kawasan phasa ke 2 saja.Saya dan lengkap vaksin.Awak cam ner pulak?,Positif
"RT @InSrikandi_____: 5.
Ilmuwan China menyatakan vaksin Sinovac hanya tahan selama 6 bulan. Perlu pakai booster. Berarti 3 kali suntik. 

M…",Netral
"@bertanyarl Dah la stop beda bedain astra sama sinovac, keknya gw klo di tanyain dh vaksin apa pas jwb astra lgsg kek org oorg gmnaa gt pdhal lebih kuat dn di terima di seluruh dunia ibab",Positif
RT @AzlilAdzif: Negara lain yg mana dah 2nd dose dah boleh buat macam - macam dah. Yelah time ni lah nak uji keberkesanan vaksin. People ar…,Negatif
RT @rcahyantari: Hikmahnya pake Sinovac. Dulu gw termasuk yg meragukan pilihan pemerintah ke Sinovac tapi liat karakter +62 udah paling ben…,Positif
Gerai Vaksin Merdeka TNI - Polri di Wilayah Hukum Polsek Pondok Gede Kel. Jatibening https://t.co/LJ8L0cSG9x,Positif
"order jasa cetak kartu vaksin aja udah aneh sih, i mean itu emang riskan https://t.co/oADMS7PEQs",Negatif
"RT @MadiAzmadi: Sesiapa di Lembah Klang yang masih belum daftar atau belum terima vaksin, boleh walk-in di PPV yg tersenarai. Ada 5 hari la…",Netral
"@Jaemiiine aku cari cari di twitter #vaksinmalang Katanya biasanya sama kayak tkp vaksin awal, cuma blum ada sms atau info lgi sih 😅 semoga hari ini ada kabar, kepastiannya.",Negatif
"Saya selaku seorang doktor, nak cakap sebenarnya saya okay je kalau awak anti-vaksin. Tubuh anda, hak anda. Tapi kalau awak dapat sakit COVID dan komplikasinya, jangan datang hospital boleh tak? 

Be firm and principled please. 🙏🏼",Negatif
"RT @DGHisham: Vaccine works against delta variant.                               Vaksin berkesan melawan varian delta.        Lindung diri,…",Positif
Acara vaksin ke 2 di GOR sidoarjo belum ada petugas yg mngarahkan https://t.co/JxsbLAswye,Netral
aku mau vaksin...sakit gaa:(,Negatif
kesel bngt anj tmn2 gua udh pda vaksin gua blm boleh,Netral
"@msaid_didu Semoga  VAKSIN MERAH PUTIH, dapat tuntas uji klinisnya, dapat segera diproduksi massal dan bermanfaat untuk masyarakat. Jangan sampai nasibnya seperti LAPTOP MERAH PUTIH dan MOBIL  MERAH PUTIH(eEsemka) yang asal klaim PRODUK KARYA ANAK BANGSA tetapi gak ada wujudnya!",Negatif
"RT @mharisman: Daftar RS dan Puskesmas di DKI yg melayani vaksinasi Umum menggunakan vaksin Moderna.

Syarat: blm pernah melakukan vaksinas…",Positif
RT @jogmfs: Jog info vaksin buat umum dong yang bisa ktp luar jogja juga,Positif
RT @PartaiSocmed: Ini pandangan kami tentang vaksin. Vaksin itu perlu dan harus tapi jangan dijadikan silver bullets. https://t.co/Nb2dU2eC…,Netral
"RT @msaid_didu: Selamat buat teman2 peneliti LBM Eijkman.
Semoga segera ditemukan vaksin merah putih yg lebih murah utk selamatkan nyawa. S…",Netral
"Pemkot Jogja berupaya menggenjot vaksinasi Covid-19 dengan program vaksinasi keliling.Keren euy, upaya pemerintah buat ngajakin vaksin. Hayoo kamu udah vaksin belum ? #jogjakita @erinatweeterina",Netral
"@sbyfess gurung, bcs gaerti vaksin ndek ndi wkwk, ngenteni ndek rw ae aku",Netral
"RT @twt_borneomy: Penerima Dua Dos Vaksin COVID-19, Malaysia Airlines Tawar Tambang Murah Jumpa Keluarga Tersayang https://t.co/5ECsJAmwZH",Positif
"RT @AdWid: Dahsyat efek nya Jerinx vaksin. sekarang semua sodaraku WA aku nanyakan vaksin.
bless him.",Netral
"Panitia vaksin aku, kenapa pemuka Agama dah. Aku jadi segan pas nanya informasi 😭😭😭",Netral
"Masyarakat dinasihat menjaga kesihatan, kekal patuh SOP dan mengambil vaksin jika ingin menzahirkan penghargaan kepada petugas perubatan.

https://t.co/2rk7hftRDC

#SelangorKini",Netral
@sihnigami Ak blm vaksin k2 tp setauku disarankan di tmpat yg sama. Kalo pengalaman tmn2ku itu yg gabisa pas hari-h tuh bisa besoknya atau seminggu setelahnya,Netral
@bharianmy Kedah ni lambat sangat beri vaksin.,Negatif
Since vaksin first dose semalam badan rasa lemah pagi ni. Biase bertenaga jer. Hari ni mc lah,Positif
aku mau vaksin dulu karna #VaksinasiKuatkanImunitas tubuh kita bersama bantu negeri  #IkhtiarAtasiPandemi di indonesia raya https://t.co/TSclIexOFu,Positif
aku mau vaksin dulu karna #VaksinasiKuatkanImunitas bersama bantu negeri  #IkhtiarAtasiPandemi di indonesia https://t.co/Hhzl4ctgxg,Positif
"RT @AslannAs: Yang dapat vaksin AZ, boleh mereput dulu sementara tunggu 2nd dose.",Positif
"RT @aidi_ezzhar: PPIM : Kami bukan anti vaksin. Kami cuma pro safety mencari vaksin yang terbaik untuk menangani COVID.

Dan juga PPIM : ht…",Positif
"@jaylabestboi Uwahh, yg mani btw :~ kau vaksin ap?? astra??",Netral
"RT @Marchfoward: @kimietalib Kes Covid 19 diambil 10-14 hari kebelakang dgn trace contact

Dan jika tgk peratusan banyak yang kena Covid 19…",Netral
"@BangPitung_AJW @RajaGuguk14 @irwank2k2 @jasbird1 @warriorReborn1 @DrTaufan1 @katzen_jammer @Kimberley20101 @faridgaban @AbdeeProklamasi @Partono_ADjem @AmerEurope Maklum, raja guguk. Mungkin beliau sales vaksin.",Netral
"Saya daerah sampit, kotawaringin timur. Info selalu didapat setelah vaksin itu habis, ngga habis pikir saya pak. Mau vaksin aja kaya ngantri apa, tolong pak di awasi bawahannya.",Positif
Anti vaksin tapi takut nak bawak org yang nak pegi cek kene covid ke tak 😅,Negatif
"awokawok lupa, temen sekamar juga dari awal masuk pantengin gue mulu; trus sering di ganggu”in kan y, sampe kemaren waktu perpulangan anaknya sakit karEna habis vaksin TAPI DIA NGEREKNYA KE GUE ?????",Negatif
Kj lagi berbelit. Aku ingt lagi dia cakap bulan 7 untuk budak2 spm vaksin. Habuk pun takda. Baca boleh percaya jangan,Netral
"@ulfahmaria07 Wahh masya Allah,  aku kmrin blm dpt vaksin moderna..  Krena denger info itu khusus buat nakes..",Netral
"@PetinggiDPR Wkwkw sama, padahl aku sendiri males vaksin, vaksin cuma butuh surat vaksinya doang",Negatif
Jog info vaksin buat umum dong yang bisa ktp luar jogja juga,Positif
Vaksin sambil streaming huhu,Netral
Gini amat efek vaksin booster. Pusing banget 2 malam. Bangun tidur tangan kiri kaku pegel linu banget. 😭😭😭😭😭,Positif
"@Deobiiizz_ Onden😩😩 binsep, ih jni yg vaksin ke 2 nwnggg aaaaaaaa takut",Negatif
"@bigblackdork @sbyfess semua tempat vaksin massal yang gratis itu brusaha mematuhi protokol karna yg antre itu ribuan wajar kalo ada yg dempet, contoh tempat atau pengadaan vaksin yang bagus taat prokes dan bisa lancar buat non lokal :
Kampus, balai kota/lapangan besar",Positif
"RT @HilalAsyraf: Alhamdulillah, isteri saya pun dah dapat tarikh vaksin.

Dengan itu lengkaplah seluruh ahli keluarga sudah menerima tarikh…",Positif
"@masmasaj @sbyfess suwon cak suwon wes ngelengno, maringene bakale vaksin sisan kok",Netral
@junhyuk_chun Vaksin kedua yo kak? Aku sesuk kiiii,Netral
nungguin vaksin kedua lama bgt dah,Negatif
@KAI121 min..utk syarat kartu vaksin apakah hrs dicetak atau bisa menjukkan saja pdf/dari apps peduli lindungi nya ya?,Netral
pngn cepet cepet di vaksin,Positif
"@andhitaputrips Setauku beda, sinopharm itu vaksin gotong royong biasanya nyebutnya. Itu perusahaan kyk beli buat karyawannya gt, kalo ga salah aku pernah baca wkw",Netral
@mengpusying mau vaksin ya?,Netral
@PLindungi Brapa lama min? Saya sudah dr tgl 28 juli divaksin. Tp sampai skrg blm keluar sertifikat vaksin pertama. Jadi susah klo mau pergi2 gk ada sertifikat.,Negatif
@bubblestiy Nanti udh di vaksin pasti lega,Netral
"RT @VLAMINORA: Akhirnya Vaksin juga, dan mau menerima saran dari aku juga 🙏🏻, yuk sama2 kita dukung Indonesia agar lekas bangkit 👍🏻 https:/…",Positif
"hut RI telah tiba, ikut vaksin #VaksinasiKuatkanImunitas   yukk biar merdeka dari pandemi #IkhtiarAtasiPandemi di indonesia https://t.co/HdvSp1458c",Positif
"hut RI telah tiba, ikut vaksin #VaksinasiKuatkanImunitas tubuh kita   yukk biar merdeka dari pandemi #IkhtiarAtasiPandemi di indonesia raya https://t.co/XEhUhff336",Positif
@tvramisuu semangat vaksin ayancc,Netral
"Jenis Vaksin Apa Saja yang Masuk Jadi Syarat Umroh?
https://t.co/UzPVpgOGYx Bersatu Pulihkan Indonesia",Positif
yuk vaksin kedua yuk,Netral
"RT @is_pelssy: Assalamualaikum bagi ingin konsultasi Covid19/Vaksin bisa DM neng @FadhillahAisya3 
Insya Allah bermanfaat",Positif
"@Kimi58486332 Kalau org berilmu situ segala langkah dan tindakan dipikir nah ini vaksin pake vaksin china segala,sdh mahal tak diakui pula sama dunia.. Utang pula. Bah apa kata dunia..???.. Nasib..nasib..",Negatif
@sunflowerwooss HSIDEHSKWNJE SEMANGAATT semoga lancar vaksin nya 😻,Positif
RT @adiigunawan: Vaksin gencar di Indo. Apalagi di agustus. Good job Indonesia. @jokowi,Negatif
"Jenis Vaksin Apa Saja yang Masuk Jadi Syarat Umroh?
https://t.co/BJD9twD2jS Bersatu Pulihkan Indonesia",Positif
"Sdf! Ktpku kec.sidoarjo tp aku sekarang tinggal ndek wonoayu
Blm samasekali vaksin dosis 1",Positif
"RT @tahuteluuurrr: @ratnassaraswati @RizallulBach @infobatu @teddykusumaw @yusufgunawan @infomalang Monggo disimak tweet saya berikut 🙏🏻
Ap…",Netral
"Jenis Vaksin Apa Saja yang Masuk Jadi Syarat Umroh?
https://t.co/FHa2Bk7cMk Bersatu Pulihkan Indonesia",Positif
"RT @detikHealth: Sejumlah pihak meragukan COVID-19 bisa dikendalikan jika aturan di mal dilonggarkan. Kalau sudah ada sertifikat vaksin, me…",Netral
RT @syazwanieshafie: Aku rse booth ambik gmbr uia lps vaksin paling merioh setakat ni,Positif
"'ci gue mau main kerumah lo boleh ga?'

'blm vaksin gua kmrn kena kopid'

awokawok auto gajadi tp emg bener w kena kopid",Positif
"RT @komara_sabda: "" Covid yang tak terlihat ditakuti sampai mencari imun ( vaksin ), Allah SWT juga tak terlihat, tapi di buat dosa macam t…",Positif
"@RyaWiedy Selamat hari jadi buat siapa &amp; siapa Yg sudah Merdeka &amp; apa itu Merdeka,ketika Hak Rakyat untuk dapat Akses Perjalanan &amp; Urus Dokumen diNegerinya sendiri sudah direnggut Pemerintah apakah itu masih Merdeka ? Yg Merdeka itu Surat Vaksin, PCR dan TKA Yg Bebas masuk ditengah PANDEMI",Positif
@Viol3o Jd vaksin hari ini kak ?,Netral
"@thatavocadoo Tula, kalau bawak aku jenjalan aritu mesti dapat vaksin doh",Netral
"RT @Sally_Dinie: pastu lagi satu, siapa eh wujudkan konsep ""genap 18"" tu? habistu yang tak genap 18 tak dapat vaksin, nak bukak akaun bank…",Netral
hari ini vaksin tapi kepala pusing batttt dahhh😭,Netral
"My antivaccine said ""Ngapain vaksin, org plasma konvalesen juga bsa nyembuhin lebih baik dr vaksin"", skrg dia baru sadar bahwa cari plasma konvalesen se sulit itu.",Netral
mingdep udh vaksin kedua aja😩,Netral
Tinggal anak nak pergi vaksin pun rindu. Mcm mana org boleh tinggal anak lama2😭,Positif
RT @bso_ozan: Pagi min @infomalang apa ada info soal vaksin ke dua yg ikut vaksin tgl 21 juli di Graha Cakrawala UM? dapet sms disuruh ke K…,Netral
"RT q sungguh manusia yg paling tidak berguna yg pernah aq temui, sudah info vaksin tdk dibantu, trs warga isoman tes tes sendiri, eeh skrg 17an malah srh nonton Youtube, no hampers, no naskun kotak, no sembako... Dilengserkan jg gk bs, aq mau usul cm warga baru.. Duuh gk mutu!",Positif
"RT @TofaTofa_id: Andai dua pihak disamaratakan, bagus juga ya. Warga wajib ikut vaksin, dan negara wajib memberi asuransi jika peserta vaks…",Positif
Sepertinya belum ada vaksin nya ya? https://t.co/p8EGH1X9BT,Netral
"RT @erna_st: Studi Temukan Efek Samping Baru dari Vaksin Sinovac &amp; Pfizer

28 kasus Bell's Palsy setelah 452.000 org menerima suntikan Coro…",Positif
"RT @hmetromy: #jempol #covid19 Biarpun bukan sebagai penerima vaksin, kehadiran Doraemon ke Pusat Pemberian Vaksin Bergerak (PPVB) di Sekol…",Negatif
"RT @poepoeboe: @aidi_ezzhar Disebabkan PPIM, mak cik saya terjebak tidak ambil vaksin. Anak dia penyokong PPIM. 

Mak cik umur 63 dengan pe…",Negatif
Hari ini aku vaksin ke 2😱😱😱,Netral
